gpu_type,coolant_type,coolant_key,time,gpu_power,z,initial_temperature,coolant_density,temperature,source_file
2060s,2100A,Novec_2100A,9.12,83.2,0.0,69.5,1601.0,87.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.217,80.6,0.0,69.5,1601.0,86.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.307,78.8,0.0,69.5,1601.0,85.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.403,72.9,0.0,69.5,1601.0,75.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.516,67.1,0.0,69.5,1601.0,76.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.618,130.4,0.0,69.5,1601.0,84.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.227,71.7,0.0,85.0,1601.0,84.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.438,91.5,0.0,85.0,1601.0,78.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.643,113.9,0.0,85.0,1601.0,83.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.859,41.2,0.0,85.0,1601.0,83.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.271,101.3,0.0,85.0,1601.0,88.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.378,79.8,0.0,85.0,1601.0,87.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.468,85.3,0.0,85.0,1601.0,88.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.600999999999999,69.4,0.0,85.0,1601.0,88.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.733,36.8,0.0,85.0,1601.0,68.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.83,92.3,0.0,85.0,1601.0,73.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.896,112.3,0.0,85.0,1601.0,84.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.995,98.6,0.0,85.0,1601.0,87.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.107,86.3,0.0,85.6,1601.0,87.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.193,84.9,0.0,85.6,1601.0,88.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.306,84.9,0.0,85.6,1601.0,88.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.417,79.8,0.0,85.6,1601.0,88.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.516,78.8,0.0,85.6,1601.0,87.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.608,84.2,0.0,85.6,1601.0,88.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.8309999999999995,60.8,0.0,85.6,1601.0,78.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.929,88.3,0.0,85.6,1601.0,82.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.044,93.2,0.0,85.6,1601.0,88.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.498,109.2,0.0,85.6,1601.0,83.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.683,72.0,0.0,85.6,1601.0,84.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.79,78.7,0.0,85.6,1601.0,85.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.075,101.4,0.0,88.2,1601.0,86.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.185,65.4,0.0,88.2,1601.0,83.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.278,96.4,0.0,88.2,1601.0,89.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.448,85.6,0.0,88.2,1601.0,87.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.481,74.9,0.0,88.2,1601.0,85.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.6,84.3,0.0,88.2,1601.0,87.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.7,83.6,0.0,88.2,1601.0,87.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.806000000000001,69.6,0.0,88.2,1601.0,86.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.898,71.5,0.0,88.2,1601.0,88.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.992,67.4,0.0,88.2,1601.0,85.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.09,85.7,0.0,88.2,1601.0,87.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.195,77.9,0.0,88.2,1601.0,87.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.117,89.2,0.0,88.5,1601.0,88.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.186,56.3,0.0,88.5,1601.0,83.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.281,94.2,0.0,88.5,1601.0,87.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.364,88.1,0.0,88.5,1601.0,87.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.486,105.5,0.0,88.5,1601.0,89.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.586,78.2,0.0,88.5,1601.0,88.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.694,97.1,0.0,88.5,1601.0,88.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.79,83.6,0.0,88.5,1601.0,87.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.869,80.0,0.0,88.5,1601.0,86.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.975,87.5,0.0,88.5,1601.0,87.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.067,76.7,0.0,88.5,1601.0,87.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.162,70.7,0.0,88.5,1601.0,85.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.255,62.8,0.0,88.5,1601.0,83.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.079,66.4,0.0,87.5,1601.0,87.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.207,118.2,0.0,87.5,1601.0,90.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.281,71.1,0.0,87.5,1601.0,86.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.562,54.7,0.0,87.5,1601.0,75.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.628,115.7,0.0,87.5,1601.0,86.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.72,92.8,0.0,87.5,1601.0,86.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.807,67.1,0.0,87.5,1601.0,84.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.033,121.6,0.0,87.5,1601.0,87.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.229,68.7,0.0,87.5,1601.0,85.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.555,61.3,0.0,87.5,1601.0,77.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.993,111.0,0.0,87.5,1601.0,79.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.121,83.5,0.0,86.3,1601.0,88.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.539,112.5,0.0,86.3,1601.0,89.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.763,40.9,0.0,86.3,1601.0,84.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.044,57.3,0.0,86.3,1601.0,80.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.145,82.0,0.0,86.3,1601.0,87.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.369,70.5,0.0,86.3,1601.0,84.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.516,49.6,0.0,86.3,1601.0,79.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.669,86.0,0.0,86.3,1601.0,87.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.753,99.6,0.0,86.3,1601.0,88.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.868,83.2,0.0,86.3,1601.0,88.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.975999999999999,74.4,0.0,86.3,1601.0,86.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.09,74.3,0.0,86.3,1601.0,85.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.538,97.4,0.0,90.1,1601.0,82.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.742,76.0,0.0,90.1,1601.0,84.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.831,97.1,0.0,90.1,1601.0,88.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.944,87.8,0.0,90.1,1601.0,89.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.044,67.8,0.0,90.1,1601.0,83.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.152,44.6,0.0,90.1,1601.0,79.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.371,74.5,0.0,90.1,1601.0,83.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.611,83.9,0.0,90.1,1601.0,81.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.699,116.6,0.0,90.1,1601.0,88.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.792,112.6,0.0,90.1,1601.0,88.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.231,111.0,0.0,90.1,1601.0,89.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.298,82.0,0.0,90.1,1601.0,87.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.331,80.5,0.0,88.7,1601.0,86.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.433,115.8,0.0,88.7,1601.0,87.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.518,108.9,0.0,88.7,1601.0,90.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.735,121.7,0.0,88.7,1601.0,86.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.835,84.7,0.0,88.7,1601.0,88.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.93,88.5,0.0,88.7,1601.0,88.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.026,79.8,0.0,88.7,1601.0,87.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.111,79.6,0.0,88.7,1601.0,87.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.221,73.3,0.0,88.7,1601.0,87.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.345,70.2,0.0,88.7,1601.0,87.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.443,86.9,0.0,88.7,1601.0,88.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.751,113.7,0.0,88.7,1601.0,86.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.203,61.1,0.0,90.1,1601.0,84.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.319,90.0,0.0,90.1,1601.0,89.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.413,87.6,0.0,90.1,1601.0,89.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.502,144.8,0.0,90.1,1601.0,90.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.71,94.4,0.0,90.1,1601.0,90.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.941,70.3,0.0,90.1,1601.0,88.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.043,87.8,0.0,90.1,1601.0,88.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.144,81.8,0.0,90.1,1601.0,88.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.244,86.0,0.0,90.1,1601.0,89.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.35,71.4,0.0,90.1,1601.0,87.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.477,77.9,0.0,90.1,1601.0,88.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.572,81.4,0.0,90.1,1601.0,87.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.102,77.0,0.0,88.4,1601.0,88.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.197,62.2,0.0,88.4,1601.0,86.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.398,83.3,0.0,88.4,1601.0,88.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.518,94.2,0.0,88.4,1601.0,90.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.601,84.5,0.0,88.4,1601.0,88.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.6850000000000005,105.1,0.0,88.4,1601.0,90.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.106,91.8,0.0,88.4,1601.0,89.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.119,125.6,0.0,88.4,1601.0,87.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.331,83.7,0.0,88.4,1601.0,85.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.435,43.4,0.0,88.4,1601.0,81.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.519,56.3,0.0,88.4,1601.0,83.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.607,100.2,0.0,88.4,1601.0,81.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.224,82.1,0.0,68.9,1601.0,83.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.583,124.3,0.0,68.9,1601.0,88.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.807,76.6,0.0,68.9,1601.0,85.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.127,52.2,0.0,68.9,1601.0,82.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.328,128.7,0.0,68.9,1601.0,86.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.562,78.4,0.0,68.9,1601.0,85.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.732,85.9,0.0,68.9,1601.0,89.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.933,100.3,0.0,68.9,1601.0,88.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.018,72.3,0.0,68.9,1601.0,87.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.141,76.2,0.0,68.9,1601.0,87.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.23,78.8,0.0,68.9,1601.0,87.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.333,81.0,0.0,68.9,1601.0,87.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.106,86.2,0.0,86.6,1601.0,88.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.321,98.8,0.0,86.6,1601.0,86.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.561,47.2,0.0,86.6,1601.0,81.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.626,93.4,0.0,86.6,1601.0,87.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.742,76.3,0.0,86.6,1601.0,86.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.083,34.3,0.0,86.6,1601.0,76.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.298,63.1,0.0,86.6,1601.0,83.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.356,118.6,0.0,86.6,1601.0,77.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.559,78.6,0.0,86.6,1601.0,84.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.756,42.0,0.0,86.6,1601.0,76.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.857,89.4,0.0,86.6,1601.0,87.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.958,74.2,0.0,86.6,1601.0,87.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.084,76.9,0.0,87.4,1601.0,87.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.196,70.2,0.0,87.4,1601.0,85.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.281,87.7,0.0,87.4,1601.0,88.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.366,77.9,0.0,87.4,1601.0,87.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.461,66.4,0.0,87.4,1601.0,86.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.579,89.4,0.0,87.4,1601.0,88.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.645,94.2,0.0,87.4,1601.0,88.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.09,114.4,0.0,87.4,1601.0,88.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.18,80.3,0.0,87.4,1601.0,88.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.267,89.8,0.0,87.4,1601.0,89.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.367,82.8,0.0,87.4,1601.0,86.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.465,72.0,0.0,87.4,1601.0,87.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.078,84.1,0.0,87.3,1601.0,88.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.262,94.7,0.0,87.3,1601.0,91.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.301,64.0,0.0,87.3,1601.0,87.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.508,78.9,0.0,87.3,1601.0,87.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.628,71.4,0.0,87.3,1601.0,85.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.828,77.1,0.0,87.3,1601.0,87.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.947,73.3,0.0,87.3,1601.0,86.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.023,79.6,0.0,87.3,1601.0,88.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.125,75.3,0.0,87.3,1601.0,86.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.515,29.5,0.0,87.3,1601.0,80.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.868,72.8,0.0,87.3,1601.0,77.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.887,83.6,0.0,87.3,1601.0,86.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.198,85.3,0.0,83.5,1601.0,88.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.418,41.0,0.0,83.5,1601.0,83.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.615,114.5,0.0,83.5,1601.0,87.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.8100000000000005,110.2,0.0,83.5,1601.0,87.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.368,90.4,0.0,83.5,1601.0,85.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.479,82.6,0.0,83.5,1601.0,88.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.578,91.7,0.0,83.5,1601.0,85.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.734,83.1,0.0,83.5,1601.0,86.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.412,70.7,0.0,83.5,1601.0,82.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.456,79.6,0.0,83.5,1601.0,86.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.538,84.5,0.0,83.5,1601.0,88.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.097,83.2,0.0,88.5,1601.0,89.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.233,65.5,0.0,88.5,1601.0,86.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.406,75.2,0.0,88.5,1601.0,88.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.648,73.6,0.0,88.5,1601.0,87.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.728,83.7,0.0,88.5,1601.0,89.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.222,121.9,0.0,88.5,1601.0,89.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.51,68.3,0.0,88.5,1601.0,86.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.804,117.9,0.0,88.5,1601.0,88.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.454,121.7,0.0,88.5,1601.0,90.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.669,89.4,0.0,88.5,1601.0,88.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.81,88.3,0.0,88.5,1601.0,87.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.081,90.3,0.0,90.2,1601.0,88.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.174,89.6,0.0,90.2,1601.0,87.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.283,81.4,0.0,90.2,1601.0,87.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.388,83.0,0.0,90.2,1601.0,87.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.48,78.0,0.0,90.2,1601.0,86.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.585,78.2,0.0,90.2,1601.0,87.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.703,79.2,0.0,90.2,1601.0,86.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.793,78.1,0.0,90.2,1601.0,88.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.889,111.9,0.0,90.2,1601.0,90.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.977,84.9,0.0,90.2,1601.0,87.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.093,94.1,0.0,90.2,1601.0,83.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.312,78.8,0.0,90.2,1601.0,88.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.41,74.8,0.0,90.2,1601.0,87.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.085,63.1,0.0,89.3,1601.0,85.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.382,94.8,0.0,89.3,1601.0,86.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.401,87.6,0.0,89.3,1601.0,89.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.491,77.8,0.0,89.3,1601.0,89.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.619,83.7,0.0,89.3,1601.0,89.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.896,30.8,0.0,89.3,1601.0,81.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.992,80.4,0.0,89.3,1601.0,88.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.112,77.7,0.0,89.3,1601.0,87.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.354,43.5,0.0,89.3,1601.0,80.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.773,89.3,0.0,89.3,1601.0,75.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.875,101.1,0.0,89.3,1601.0,90.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.076,113.0,0.0,89.3,1601.0,86.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.098,72.2,0.0,89.3,1601.0,87.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.211,62.9,0.0,89.3,1601.0,84.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.308,68.6,0.0,89.3,1601.0,84.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.424,80.6,0.0,89.3,1601.0,88.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.523,115.9,0.0,89.3,1601.0,90.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.599,65.9,0.0,89.3,1601.0,87.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.716,88.9,0.0,89.3,1601.0,89.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.829,74.2,0.0,89.3,1601.0,88.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.911,67.4,0.0,89.3,1601.0,85.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.075,65.2,0.0,89.3,1601.0,80.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.327,54.4,0.0,89.3,1601.0,78.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.356,75.0,0.0,89.3,1601.0,86.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.1,82.9,0.0,86.6,1601.0,88.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.205,63.5,0.0,86.6,1601.0,82.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.437,50.3,0.0,86.6,1601.0,75.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.624,126.8,0.0,86.6,1601.0,89.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.729,77.2,0.0,86.6,1601.0,86.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.793,89.1,0.0,86.6,1601.0,87.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.905,73.1,0.0,86.6,1601.0,85.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.007,62.7,0.0,86.6,1601.0,84.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.096,76.1,0.0,86.6,1601.0,83.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.367,139.9,0.0,86.6,1601.0,87.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.372,86.2,0.0,86.6,1601.0,88.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.479,88.6,0.0,86.6,1601.0,87.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.697,77.9,0.0,86.6,1601.0,87.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.086,91.1,0.0,88.8,1601.0,88.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.187,89.3,0.0,88.8,1601.0,88.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.517,54.6,0.0,88.8,1601.0,88.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.618,78.4,0.0,88.8,1601.0,87.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.828,84.8,0.0,88.8,1601.0,84.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.066,76.3,0.0,88.8,1601.0,86.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.172,76.4,0.0,88.8,1601.0,86.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.267,78.0,0.0,88.8,1601.0,87.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.35,86.3,0.0,88.8,1601.0,86.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.459,83.6,0.0,88.8,1601.0,88.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.552,74.8,0.0,88.8,1601.0,87.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.646,77.4,0.0,88.8,1601.0,87.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.106,81.9,0.0,87.3,1601.0,87.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.21,79.6,0.0,87.3,1601.0,87.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.301,82.7,0.0,87.3,1601.0,87.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.612,107.1,0.0,87.3,1601.0,89.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.72,78.5,0.0,87.3,1601.0,87.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.814,91.7,0.0,87.3,1601.0,88.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.932,69.4,0.0,87.3,1601.0,86.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.033,82.7,0.0,87.3,1601.0,87.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.287,44.9,0.0,87.3,1601.0,82.5,2060s_2100A.txt
