gpu_type,coolant_type,coolant_key,time,gpu_power,z,initial_temperature,coolant_density,temperature,source_file
2060s,2100A,Novec_2100A,5.511,32.8,0.0,51.2,1601.0,58.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.736,14.3,0.0,51.2,1601.0,52.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.9190000000000005,12.3,0.0,51.2,1601.0,48.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.025,12.7,0.0,51.2,1601.0,47.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.114,15.1,0.0,51.2,1601.0,47.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.238,16.6,0.0,51.2,1601.0,48.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.333,21.6,0.0,51.2,1601.0,51.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.425,17.0,0.0,51.2,1601.0,50.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.107,33.0,0.0,51.0,1601.0,54.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.187,28.8,0.0,51.0,1601.0,55.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.296,34.5,0.0,51.0,1601.0,57.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.394,117.0,0.0,51.0,1601.0,71.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.4879999999999995,105.6,0.0,51.0,1601.0,70.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.584,47.6,0.0,51.0,1601.0,66.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.791,91.8,0.0,51.0,1601.0,76.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.99,43.5,0.0,51.0,1601.0,65.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.057,19.1,0.0,51.0,1601.0,60.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.22,14.9,0.0,51.0,1601.0,54.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.314,17.5,0.0,51.0,1601.0,52.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.436,22.2,0.0,51.0,1601.0,52.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.628,25.8,0.0,51.0,1601.0,54.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.108,20.8,0.0,56.8,1601.0,54.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.212,27.6,0.0,56.8,1601.0,55.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.298,71.4,0.0,56.8,1601.0,64.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.404,85.2,0.0,56.8,1601.0,67.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.499,65.0,0.0,56.8,1601.0,70.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.602,127.0,0.0,56.8,1601.0,76.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.696,99.1,0.0,56.8,1601.0,73.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.804,69.6,0.0,56.8,1601.0,73.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.916,106.4,0.0,56.8,1601.0,77.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.077,90.8,0.0,56.8,1601.0,78.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.108,123.8,0.0,56.8,1601.0,83.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.225,39.8,0.0,56.8,1601.0,65.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.188,12.1,0.0,58.3,1601.0,51.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.302,10.5,0.0,58.3,1601.0,48.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.425,12.3,0.0,58.3,1601.0,47.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.5120000000000005,10.2,0.0,58.3,1601.0,46.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.75,10.3,0.0,58.3,1601.0,45.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.818,10.9,0.0,58.3,1601.0,44.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.926,9.7,0.0,58.3,1601.0,44.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.023,10.1,0.0,58.3,1601.0,44.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.137,10.6,0.0,58.3,1601.0,43.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.23,11.2,0.0,58.3,1601.0,44.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.313,14.3,0.0,58.3,1601.0,46.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.41,16.2,0.0,58.3,1601.0,47.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.504,19.7,0.0,58.3,1601.0,48.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.1219999999999999,19.2,0.0,48.5,1601.0,49.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.227,19.6,0.0,48.5,1601.0,52.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.336,20.4,0.0,48.5,1601.0,51.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.423,14.0,0.0,48.5,1601.0,49.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.505,14.6,0.0,48.5,1601.0,48.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.603,11.7,0.0,48.5,1601.0,47.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.7,10.1,0.0,48.5,1601.0,45.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.832,10.7,0.0,48.5,1601.0,44.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.921,11.3,0.0,48.5,1601.0,44.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.023,11.6,0.0,48.5,1601.0,45.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.149,10.4,0.0,48.5,1601.0,44.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.262,12.2,0.0,48.5,1601.0,44.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.07,17.6,0.0,44.7,1601.0,46.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.174,18.0,0.0,44.7,1601.0,47.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.276,20.3,0.0,44.7,1601.0,49.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.375,16.7,0.0,44.7,1601.0,50.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.474,23.3,0.0,44.7,1601.0,51.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.672,61.0,0.0,44.7,1601.0,58.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.877,38.4,0.0,44.7,1601.0,59.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.09,17.8,0.0,44.7,1601.0,53.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.28,15.2,0.0,44.7,1601.0,50.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.374,15.3,0.0,44.7,1601.0,49.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.489,10.1,0.0,44.7,1601.0,47.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.7,10.1,0.0,44.7,1601.0,45.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.231,13.3,0.0,45.5,1601.0,45.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.328,14.7,0.0,45.5,1601.0,48.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.43,20.6,0.0,45.5,1601.0,50.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.535,15.6,0.0,45.5,1601.0,50.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.639,21.7,0.0,45.5,1601.0,50.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.7379999999999995,24.9,0.0,45.5,1601.0,52.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.84,25.3,0.0,45.5,1601.0,53.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.945,20.5,0.0,45.5,1601.0,53.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.049,60.7,0.0,45.5,1601.0,60.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.259,38.9,0.0,45.5,1601.0,61.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.346,19.7,0.0,45.5,1601.0,57.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.469,14.7,0.0,45.5,1601.0,52.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.591,12.3,0.0,45.5,1601.0,50.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.094,16.5,0.0,49.9,1601.0,50.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.187,21.0,0.0,49.9,1601.0,51.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.293,16.3,0.0,49.9,1601.0,50.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.404,16.9,0.0,49.9,1601.0,50.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.485,42.1,0.0,49.9,1601.0,55.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.704,30.0,0.0,49.9,1601.0,55.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.793,27.1,0.0,49.9,1601.0,54.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.974,60.0,0.0,49.9,1601.0,66.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.982,59.1,0.0,49.9,1601.0,65.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.113,93.3,0.0,49.9,1601.0,72.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.196,123.3,0.0,49.9,1601.0,77.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.301,43.6,0.0,49.9,1601.0,69.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.21,15.5,0.0,65.6,1601.0,56.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.314,16.4,0.0,65.6,1601.0,53.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.408,23.6,0.0,65.6,1601.0,53.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.6,14.5,0.0,65.6,1601.0,51.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.701,21.6,0.0,65.6,1601.0,51.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.84,28.9,0.0,65.6,1601.0,56.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.888,36.5,0.0,65.6,1601.0,58.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.007,37.3,0.0,65.6,1601.0,58.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.116,37.5,0.0,65.6,1601.0,64.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.192,53.4,0.0,65.6,1601.0,66.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.316,130.2,0.0,65.6,1601.0,75.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.4,87.4,0.0,65.6,1601.0,77.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.507,68.2,0.0,65.6,1601.0,76.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.078,102.2,0.0,75.8,1601.0,77.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.191,117.4,0.0,75.8,1601.0,83.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.295,128.4,0.0,75.8,1601.0,85.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.416,49.6,0.0,75.8,1601.0,77.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.497,46.8,0.0,75.8,1601.0,67.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.822,18.8,0.0,75.8,1601.0,57.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.918,14.4,0.0,75.8,1601.0,54.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.047,18.0,0.0,75.8,1601.0,54.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.166,38.8,0.0,75.8,1601.0,58.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.267,51.6,0.0,75.8,1601.0,62.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.379,61.1,0.0,75.8,1601.0,65.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.484,53.7,0.0,75.8,1601.0,71.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.091,137.3,0.0,71.3,1601.0,78.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.29,110.3,0.0,71.3,1601.0,78.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.379,98.6,0.0,71.3,1601.0,74.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.484,133.7,0.0,71.3,1601.0,75.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.678,57.2,0.0,71.3,1601.0,75.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.787,129.7,0.0,71.3,1601.0,81.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.096,86.9,0.0,71.3,1601.0,86.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.311,77.7,0.0,71.3,1601.0,81.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.404,58.2,0.0,71.3,1601.0,77.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.535,137.1,0.0,71.3,1601.0,78.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.609,141.2,0.0,71.3,1601.0,83.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.884,71.6,0.0,71.3,1601.0,81.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.12,80.6,0.0,86.5,1601.0,84.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.199,91.2,0.0,86.5,1601.0,84.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.283,81.8,0.0,86.5,1601.0,79.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.492,38.9,0.0,86.5,1601.0,66.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.712,15.8,0.0,86.5,1601.0,56.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.818,12.2,0.0,86.5,1601.0,51.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.941,11.2,0.0,86.5,1601.0,49.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.039,12.6,0.0,86.5,1601.0,48.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.135,10.2,0.0,86.5,1601.0,46.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.2,11.1,0.0,86.5,1601.0,46.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.331,12.5,0.0,86.5,1601.0,46.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.402,14.3,0.0,86.5,1601.0,48.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.492,12.8,0.0,86.5,1601.0,48.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.098,15.4,0.0,51.2,1601.0,51.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.194,23.5,0.0,51.2,1601.0,52.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.298,16.7,0.0,51.2,1601.0,52.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.396,18.4,0.0,51.2,1601.0,53.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.496,63.6,0.0,51.2,1601.0,60.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.5969999999999995,39.7,0.0,51.2,1601.0,63.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.718,45.2,0.0,51.2,1601.0,60.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.806000000000001,14.5,0.0,51.2,1601.0,53.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.006,14.8,0.0,51.2,1601.0,51.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.112,14.2,0.0,51.2,1601.0,51.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.205,12.5,0.0,51.2,1601.0,49.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.311,10.9,0.0,51.2,1601.0,48.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.108,15.5,0.0,48.8,1601.0,49.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.203,17.2,0.0,48.8,1601.0,50.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.288,15.7,0.0,48.8,1601.0,50.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.389,18.0,0.0,48.8,1601.0,51.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.578,19.2,0.0,48.8,1601.0,53.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.59,54.4,0.0,48.8,1601.0,62.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.683,91.8,0.0,48.8,1601.0,69.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.778,61.6,0.0,48.8,1601.0,65.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.881,38.6,0.0,48.8,1601.0,64.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.005,46.8,0.0,48.8,1601.0,63.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.184,14.2,0.0,48.8,1601.0,54.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.288,15.8,0.0,48.8,1601.0,52.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.38,15.9,0.0,48.8,1601.0,52.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.081,20.0,0.0,51.2,1601.0,52.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.187,15.4,0.0,51.2,1601.0,51.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.278,17.5,0.0,51.2,1601.0,51.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.371,20.0,0.0,51.2,1601.0,53.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.463,40.3,0.0,51.2,1601.0,59.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.646,71.0,0.0,51.2,1601.0,64.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.6690000000000005,81.3,0.0,51.2,1601.0,69.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.768,61.2,0.0,51.2,1601.0,68.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.854,71.9,0.0,51.2,1601.0,73.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.063,128.8,0.0,51.2,1601.0,77.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.175,132.7,0.0,51.2,1601.0,81.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.386,32.0,0.0,51.2,1601.0,64.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.217,18.4,0.0,60.8,1601.0,55.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.331,24.2,0.0,60.8,1601.0,56.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.433,15.4,0.0,60.8,1601.0,53.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.511,19.6,0.0,60.8,1601.0,53.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.615,53.9,0.0,60.8,1601.0,58.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.718,54.9,0.0,60.8,1601.0,64.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.8100000000000005,35.5,0.0,60.8,1601.0,63.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.901,122.5,0.0,60.8,1601.0,70.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.008,83.9,0.0,60.8,1601.0,70.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.193,109.7,0.0,60.8,1601.0,72.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.197,94.8,0.0,60.8,1601.0,80.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.294,74.8,0.0,60.8,1601.0,76.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.393,123.8,0.0,60.8,1601.0,78.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.2389999999999999,129.5,0.0,80.7,1601.0,87.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.32,95.9,0.0,80.7,1601.0,85.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.502,43.9,0.0,80.7,1601.0,72.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.63,51.3,0.0,80.7,1601.0,67.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.7379999999999995,23.7,0.0,80.7,1601.0,58.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.832,30.0,0.0,80.7,1601.0,58.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.949,63.5,0.0,80.7,1601.0,62.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.157,55.3,0.0,80.7,1601.0,67.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.266,112.1,0.0,80.7,1601.0,70.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.442,49.1,0.0,80.7,1601.0,71.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.475999999999999,48.3,0.0,80.7,1601.0,69.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.565,113.1,0.0,80.7,1601.0,72.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.205,127.1,0.0,78.5,1601.0,81.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.288,100.9,0.0,78.5,1601.0,75.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.394,115.6,0.0,78.5,1601.0,77.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.503,84.5,0.0,78.5,1601.0,81.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.718,129.7,0.0,78.5,1601.0,85.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.914,69.6,0.0,78.5,1601.0,77.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.125,44.7,0.0,78.5,1601.0,75.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.235,85.6,0.0,78.5,1601.0,76.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.354,113.2,0.0,78.5,1601.0,79.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.561,133.8,0.0,78.5,1601.0,85.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.651,128.0,0.0,78.5,1601.0,87.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.086,125.4,0.0,78.5,1601.0,85.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.113,45.0,0.0,83.5,1601.0,78.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.203,43.2,0.0,83.5,1601.0,66.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.317,62.5,0.0,83.5,1601.0,71.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.577,42.1,0.0,83.5,1601.0,68.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.608,103.7,0.0,83.5,1601.0,73.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.716,92.8,0.0,83.5,1601.0,78.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.801,60.3,0.0,83.5,1601.0,73.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.921,109.1,0.0,83.5,1601.0,76.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.031,139.2,0.0,83.5,1601.0,79.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.15,133.0,0.0,83.5,1601.0,81.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.24,87.6,0.0,83.5,1601.0,73.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.332,89.8,0.0,83.5,1601.0,75.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.068,102.6,0.0,79.5,1601.0,82.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.172,91.2,0.0,79.5,1601.0,78.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.257,86.5,0.0,79.5,1601.0,79.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.367,85.6,0.0,79.5,1601.0,81.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.461,133.7,0.0,79.5,1601.0,81.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.558,134.6,0.0,79.5,1601.0,86.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.866,141.9,0.0,79.5,1601.0,82.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.081,106.5,0.0,79.5,1601.0,87.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.293,145.1,0.0,79.5,1601.0,86.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.395,99.2,0.0,79.5,1601.0,86.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.635,103.8,0.0,79.5,1601.0,81.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.855,110.6,0.0,79.5,1601.0,81.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.204,104.8,0.0,81.7,1601.0,82.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.302,123.5,0.0,81.7,1601.0,87.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.393,86.7,0.0,81.7,1601.0,85.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.541,91.7,0.0,81.7,1601.0,86.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.611,88.9,0.0,81.7,1601.0,86.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.931,62.6,0.0,81.7,1601.0,79.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.132,95.0,0.0,81.7,1601.0,84.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.229,97.7,0.0,81.7,1601.0,85.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.434,89.9,0.0,81.7,1601.0,84.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.531,79.6,0.0,81.7,1601.0,83.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.773,106.2,0.0,81.7,1601.0,86.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.921,53.6,0.0,81.7,1601.0,85.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.044,28.4,0.0,76.8,1601.0,63.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.228,15.5,0.0,76.8,1601.0,57.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.489,13.4,0.0,76.8,1601.0,52.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.698,10.1,0.0,76.8,1601.0,50.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.781,11.0,0.0,76.8,1601.0,49.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.891,13.5,0.0,76.8,1601.0,48.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.069,11.1,0.0,76.8,1601.0,48.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.167,18.2,0.0,76.8,1601.0,50.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.258,15.3,0.0,76.8,1601.0,51.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.366,18.6,0.0,76.8,1601.0,51.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.475,23.0,0.0,76.8,1601.0,53.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.567,18.1,0.0,76.8,1601.0,53.9,2060s_2100A.txt
